task_name;contract_name;category;list_type;points;time_spent_hours;date_done;month
Create and share the new contact lists for review;Data Assessment Solutions - Ongoing Marketing Services;ABM;ToDos;;;2026-03-23 18:30:00.328+00;2026-03
Tech stack (March);VITAL - Marketing services;Tech Stack/Ops;Deliverables;9;;2026-03-23 16:23:39.936+00;2026-03
Tech stack (March);Bazaarvoice - Content marketing services;Tech Stack/Ops;Deliverables;6;;2026-03-23 16:20:25.688+00;2026-03
Review photo recommendations;VITAL - Marketing services;Design/Creative;ToDos;;;2026-03-23 16:01:02.579+00;2026-03
[Operations] Develop Marketing Operations Plan;Washington Speakers Bureau - Ongoing Marketing Services;Tech Stack/Ops;Deliverables;50;;2026-03-23 15:52:02.786+00;2026-03
Set up LinkedIn Campaign – Spotlights & Success Stories;ThreatMark - Marketing services;Paid Media;Deliverables;8;;2026-03-23 15:40:06.253+00;2026-03
Build an Excel spreadsheet with all campaign data by channel (SmartLead, HeyReach, ads);Data Assessment Solutions - Ongoing Marketing Services;Performance/Reporting;ToDos;;0.9;2026-03-23 14:27:23.17+00;2026-03
Generate Factors.ai tracking scripts;Gallagher & Mohan - Ongoing Marketing Services - Post AGE;Tech Stack/Ops;ToDos;;0.5;2026-03-23 13:41:51.359+00;2026-03
Run error/404 check on the staging site;Rugged Robotics - Marketing services;Web Development;ToDos;;0.5;2026-03-23 09:34:19.685+00;2026-03
Develop slide deck or presentation - MLA Deck;Milestone Towers - Ongoing Marketing Services;Design/Creative;Deliverables;15;;2026-03-23 08:41:06.41+00;2026-03
Develop web page [Utilization Benchmark for IT Consultancies];Data Assessment Solutions - Ongoing Marketing Services;Web Development;Deliverables;12;;2026-03-23 08:33:32.092+00;2026-03
Develop ABM Plan Document;AutoBytes - 2026 Services;ABM;Deliverables;30;;2026-03-22 19:06:54.807+00;2026-03
ECRI - Blog Post Copy - Implications of underreporting falls in nursing homes;ECRI - 3 blog post content bundle;Content Creation;Deliverables;6;;2026-03-21 02:11:58.827+00;2026-03
Update brand toolkit copy;Ponce Bank - Creative; Digital; and Website Retainer;Content Creation;ToDos;;3.8;2026-03-20 20:54:51.683+00;2026-03
Update One Pager Design;DocLib - Ongoing Services;Design/Creative;ToDos;;1.0;2026-03-20 20:44:24.671+00;2026-03
Review episode assets;NEACH - Content marketing services;Podcast;ToDos;;;2026-03-20 19:49:05.171+00;2026-03
Client records video for Social clips Microsoft;Syncro - Content marketing services;Video;ToDos;;;2026-03-20 19:01:45.781+00;2026-03
Client review - Pat Sullivan blog post;Verisk - Marketing services;Content Creation;ToDos;;;2026-03-20 18:41:44.225+00;2026-03
Install Factors.ai script on WSB's website;Washington Speakers Bureau - Ongoing Marketing Services;Tech Stack/Ops;ToDos;;0.3;2026-03-20 18:32:10.36+00;2026-03
Review ABM 1:Few Target Account List;PTO Exchange - Marketing Services;ABM;ToDos;;;2026-03-20 17:44:19.042+00;2026-03
Meeting: Brainstorming & Strategy Session;Ricoh - Marketing services;Strategy/Research;Deliverables;2;;2026-03-20 16:57:45.887+00;2026-03
Set Up ABM;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;ABM;Deliverables;10;;2026-03-20 16:34:17.043+00;2026-03
Set up ABM;Rezku POS - Ongoing Services - Post AGE;ABM;Deliverables;10;;2026-03-20 16:19:31.429+00;2026-03
Review email sequence: High-Engagement Accounts;Data Assessment Solutions - Ongoing Marketing Services;ABM;ToDos;;;2026-03-20 14:32:59.97+00;2026-03
86e0aw9xk - NEACH - Payments on Tap - Mark Dixon Part 1;NEACH - Content marketing services;Podcast;Deliverables;10;;2026-03-20 13:21:54.69+00;2026-03
Website Messaging Audit;Milestone Towers - Ongoing Marketing Services;Strategy/Research;Deliverables;15;;2026-03-20 11:25:21.77+00;2026-03
Facilitate Client Meetings (March);Tyfone - Content marketing services;Account Management;Deliverables;5;;2026-03-20 11:24:10.77+00;2026-03
Video strategy document;Syncro - Content marketing services;Video;ToDos;;;2026-03-20 11:17:57.374+00;2026-03
Develop dynamic outreach sequence [Healthcare ABM 1:Few];PTO Exchange - Marketing Services;ABM;Deliverables;8;;2026-03-19 21:13:50.734+00;2026-03
Set up pizza expo ads;Rezku POS - Ongoing Services - Post AGE;Paid Media;Deliverables;;;2026-03-19 19:46:37.156+00;2026-03
Develop interactive calculator;Rezku POS - Ongoing Services - Post AGE;Web Development;Deliverables;8;;2026-03-19 19:46:20.161+00;2026-03
Develop Performance Reporting Plan Document;Rezku POS - Ongoing Services - Post AGE;Performance/Reporting;Deliverables;20;;2026-03-19 19:22:02.039+00;2026-03
Review comments on case studies questions;Milestone Towers - Ongoing Marketing Services;Content Creation;ToDos;;;2026-03-19 19:13:45.564+00;2026-03
DocLib requests 2;DocLib - Ongoing Services;Other;ToDos;;;2026-03-19 17:48:24.813+00;2026-03
DocLib requests;DocLib - Ongoing Services;Other;ToDos;;;2026-03-19 17:47:25.683+00;2026-03
Develop Social Plan Document;Milestone Towers - Ongoing Marketing Services;Content Creation;Deliverables;15;;2026-03-19 17:39:15.538+00;2026-03
Develop dynamic outreach sequence (x3);DocLib - Ongoing Services;ABM;Deliverables;24;;2026-03-19 17:01:36.58+00;2026-03
Develop Paid Media Plan Document;DocLib - Ongoing Services;Paid Media;Deliverables;15;;2026-03-19 16:51:42.503+00;2026-03
Develop dynamic outreach sequence - ABM;Hydrian - Marketing services;ABM;Deliverables;8;;2026-03-19 16:39:25.678+00;2026-03
Develop Performance Reporting Plan Document;DocLib - Ongoing Services;Performance/Reporting;Deliverables;20;;2026-03-19 16:17:54.586+00;2026-03
Create speaking highlight video - Josh's CUES Presentation;Tyfone - Content marketing services;Video;Deliverables;15;;2026-03-19 16:14:22.532+00;2026-03
Distribute blog - You’re Not Overworked. You’re Over-Involved.;VITAL - Marketing services;Content Creation;Deliverables;;;2026-03-19 16:05:11.267+00;2026-03
Distribute blog - Profit on Paper. Broke in the Bank;VITAL - Marketing services;Content Creation;Deliverables;;;2026-03-19 16:04:49.923+00;2026-03
Distribute Episode Keith Smith;Tyfone - Content marketing services;Podcast;Deliverables;3;;2026-03-19 13:00:16.072+00;2026-03
Distribute Episode Derrick Aguilar;Tyfone - Content marketing services;Podcast;Deliverables;3;;2026-03-19 12:54:19.622+00;2026-03
Distribute Episode Kosta Scholiadis;Tyfone - Content marketing services;Podcast;Deliverables;3;;2026-03-19 12:53:53.474+00;2026-03
"Bumps in the road" document for Christina;Ponce Bank - Website design and development;Account Management;ToDos;;;2026-03-19 12:50:17.063+00;2026-03
Update Sales Guide [RICOH ProcessDirector];Ricoh - Marketing services;Content Creation;Deliverables;8;;2026-03-19 09:50:09.174+00;2026-03
125 inbound leads by FY26;PTO Exchange - Marketing Services;Strategy/Research;Goals;;;2026-03-19 08:58:17.787+00;2026-03
20% employee utilization rate by FY26 in “Tier 1” accounts;PTO Exchange - Marketing Services;Strategy/Research;Goals;;;2026-03-19 08:58:17.787+00;2026-03
[OPS] HubSpot Lead Quality Audit: 237K leads for duplicates, invalid emails, and disengaged contacts;PTO Exchange - Marketing Services;Tech Stack/Ops;ToDos;;;2026-03-19 08:57:32.177+00;2026-03
Create Lead Tracker spreadsheet;Agrippon - Marketing services;Tech Stack/Ops;ToDos;;;2026-03-19 05:16:31.414+00;2026-03
Rewrite brand toolkit content;Ponce Bank - Creative; Digital; and Website Retainer;Content Creation;ToDos;;2.0;2026-03-19 03:59:19.671+00;2026-03
Develop Marketing Roadmap Document;RoboHead - Aligned Growth Engine Launch;Strategy/Research;Deliverables;40;;2026-03-19 01:28:50.846+00;2026-03
Develop dynamic outreach sequences (3);Rezku POS - Ongoing Services - Post AGE;ABM;Deliverables;24;;2026-03-18 20:25:41.127+00;2026-03
Develop Performance Reporting Plan Document;Ecosystems - Ongoing Marketing Services;Performance/Reporting;Deliverables;20;;2026-03-18 20:24:23.682+00;2026-03
Develop image ad creative package - Pizza expo;Rezku POS - Ongoing Services - Post AGE;Design/Creative;Deliverables;10;;2026-03-18 20:05:30.945+00;2026-03
Provide feedback on newsletter;Milestone Towers - Ongoing Marketing Services;Content Creation;ToDos;;;2026-03-18 19:54:28.783+00;2026-03
Develop Brand Guidelines Document;AutoBytes - 2026 Services;Design/Creative;Deliverables;20;;2026-03-18 19:04:31.011+00;2026-03
Resolve GTM & CIPA Compliance;ThreatMark - Marketing services;Tech Stack/Ops;Deliverables;2;;2026-03-18 17:31:06.639+00;2026-03
Update image ad creatives;Rezku POS - Ongoing Services - Post AGE;Design/Creative;Deliverables;;;2026-03-18 16:48:01.142+00;2026-03
ATX CVC Executive Forum - target account list;Ecosystems - Ongoing Marketing Services;ABM;ToDos;;;2026-03-18 16:37:22.6+00;2026-03
86e0afr03 - Tyfone - Digital Banking Podcast - JB Orecchia;Tyfone - Content marketing services;Podcast;Deliverables;14;;2026-03-18 08:08:55.618+00;2026-03
Export the list of 298 opportunities from our audit ;Ecosystems - Ongoing Marketing Services;Other;ToDos;;;2026-03-18 01:26:41.39+00;2026-03
Look for Available Inventory Email;BioSafe - Marketing services;Other;ToDos;;;2026-03-18 00:17:39.045+00;2026-03
Add new podcast episode to website;Agrippon - Marketing services;Podcast;ToDos;;0.5;2026-03-17 22:47:27.117+00;2026-03
[Content] A1 Athletes Newsletter Recommendations;Washington Speakers Bureau - Ongoing Marketing Services;Content Creation;Deliverables;1;;2026-03-17 21:46:20.436+00;2026-03
86e0bjmay - Unspoken Security- Unspoken Security - Erin West;AJ Nash - Podcast services;Podcast;Deliverables;12;;2026-03-17 21:11:54.282+00;2026-03
CVC / Cybersecurity Campaign - target account list;Ecosystems - Ongoing Marketing Services;ABM;ToDos;;;2026-03-17 20:49:41.104+00;2026-03
CVC / Cybersecurity Campaign - email and linkedIn sequences;Ecosystems - Ongoing Marketing Services;ABM;ToDos;;;2026-03-17 20:40:15.029+00;2026-03
86e09j2eu - VITAL - The Flywheel Effect - Parker Cox;VITAL - Marketing services;Podcast;Deliverables;10;;2026-03-17 20:28:33.148+00;2026-03
Set up & launch ABM;Planon - Marketing Services;ABM;Deliverables;10;;2026-03-17 20:22:30.247+00;2026-03
[SEO/AEO/GEO] Update SEO/AEO/GEO Audit & Plan Document;Washington Speakers Bureau - Ongoing Marketing Services;SEO/AEO;ToDos;;;2026-03-17 20:10:56.086+00;2026-03
Develop an sales enablement PDF [Prospect-Facing One-Pager];iCorps - Marketing Services;Content Creation;Deliverables;8;;2026-03-17 19:50:36.04+00;2026-03
Review outreach sequence: CVC Cybersecurity;Ecosystems - Ongoing Marketing Services;ABM;ToDos;;;2026-03-17 19:32:57.792+00;2026-03
Review target list: CVC Cybersecurity;Ecosystems - Ongoing Marketing Services;ABM;ToDos;;;2026-03-17 19:32:57.792+00;2026-03
Review outreach sequence: ATX: Customer Value Community Executive Forum;Ecosystems - Ongoing Marketing Services;ABM;ToDos;;;2026-03-17 19:32:10.779+00;2026-03
Set up Channel Partners Campaign;PTO Exchange - Marketing Services;ABM;Deliverables;10;;2026-03-17 18:33:40.642+00;2026-03
Set up paid media - ABM;Planon - Marketing Services;Paid Media;Deliverables;5;;2026-03-17 17:50:59.693+00;2026-03
Review Healthcare ABM Outreach Sequence;PTO Exchange - Marketing Services;ABM;ToDos;;;2026-03-17 17:46:06.661+00;2026-03
Review benchmark report sequence update;PTO Exchange - Marketing Services;ABM;ToDos;;;2026-03-17 17:46:06.661+00;2026-03
Finish remaining case studies for potential use in ad campaigns;Rugged Robotics - Marketing services;Content Creation;ToDos;;;2026-03-17 15:17:18.645+00;2026-03
Facilitate Client Meetings;Rezku POS - Ongoing Services - Post AGE;Account Management;Deliverables;5;;2026-03-17 15:10:28.228+00;2026-03
Get login details for WFF to be able to log in to their website;WeFixFreight - Marketing services;Web Development;ToDos;;0.3;2026-03-17 14:27:20.192+00;2026-03
Set up email notifications: LinkedIn responses;Agrippon - Marketing services;Tech Stack/Ops;ToDos;;1.0;2026-03-17 14:07:17.855+00;2026-03
Prepare Adroll recommendation;PTO Exchange - Marketing Services;Paid Media;ToDos;;1.3;2026-03-17 13:47:41.248+00;2026-03
Distribute Episode Frank Hopkins;Tyfone - Content marketing services;Podcast;Deliverables;3;;2026-03-17 12:39:14.493+00;2026-03
Distribute Episode Barath Narayanan;Tyfone - Content marketing services;Podcast;Deliverables;3;;2026-03-17 12:28:50.213+00;2026-03
Develop dynamic outreach sequence [Security Companies];Ecosystems - Ongoing Marketing Services;ABM;Deliverables;8;;2026-03-17 04:14:57.177+00;2026-03
Optimize Existing SEO Article;Global Shared Services - Marketing Services;SEO/AEO;Deliverables;5;;2026-03-16 21:29:21.182+00;2026-03
Develop photo suggestions;VITAL - Marketing services;Design/Creative;ToDos;;1.5;2026-03-16 19:39:13.366+00;2026-03
List of Waste Processors;BioSafe - Marketing services;Other;Deliverables;;;2026-03-16 19:28:14.323+00;2026-03
Update Meta descriptions - EDS;BioSafe - Marketing services;SEO/AEO;Deliverables;2;;2026-03-16 19:15:24.657+00;2026-03
Update Meta descriptions - Tissue Digester;BioSafe - Marketing services;SEO/AEO;Deliverables;2;;2026-03-16 19:15:21.347+00;2026-03
[OPS] Clean Up Contact and Company Ownership;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-03-16 18:56:01.04+00;2026-03
Adjust email sequences/workflows;PTO Exchange - Marketing Services;Tech Stack/Ops;ToDos;;2.0;2026-03-16 18:39:55.648+00;2026-03
Prepare a Figma review link for the ebooks;Numeric - Podcast services;Design/Creative;ToDos;;0.7;2026-03-16 18:39:18.74+00;2026-03
Upload brand toolkit to folder;Ponce Bank - Creative; Digital; and Website Retainer;Other;Deliverables;;12.0;2026-03-16 17:24:53.537+00;2026-03
Publish updated Assessment pages;iCorps - Marketing Services;Web Development;ToDos;;0.5;2026-03-16 16:36:37.581+00;2026-03
Refresh outreach sequence [Updated Campaign: DACH];Data Assessment Solutions - Ongoing Marketing Services;ABM;Deliverables;5;;2026-03-16 16:04:26.014+00;2026-03
Optimize Existing SEO Article - Social Media KPIs and Benchmarks;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-03-16 15:45:57.862+00;2026-03
Create Video Testimonial;VITAL - Marketing services;Video;Deliverables;7;;2026-03-16 15:44:46.301+00;2026-03
Optimize Existing SEO Article - Social Commerce Overview;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-03-16 15:31:37.835+00;2026-03
Optimize Existing SEO Article - Influencer Outreach Email Guide;Bazaarvoice - Content marketing services;SEO/AEO;Deliverables;5;;2026-03-16 15:21:54.92+00;2026-03
Provide access to LinkedIn;Milestone Towers - Ongoing Marketing Services;Account Management;ToDos;;;2026-03-16 13:11:51.097+00;2026-03
Develop thought leadership blog post from video recording - Pat Sullivan;Verisk - Marketing services;Content Creation;Deliverables;8;;2026-03-16 12:00:01.507+00;2026-03
Distribute Episode - Gerri Detweiler;VITAL - Marketing services;Podcast;Deliverables;0;;2026-03-16 11:32:22.066+00;2026-03
Spec tasks;PTO Exchange - Marketing Services;Other;ToDos;;;2026-03-16 08:01:18.22+00;2026-03
[STRATEGY] Create Separate Lead Scoring for Channel Partner Campaign;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;3;;2026-03-16 05:00:49.925+00;2026-03
Develop social content (March);VITAL - Marketing services;Content Creation;Deliverables;20;;2026-03-15 17:38:14.56+00;2026-03
Update staging site: Owners, Executives, BIM/VDC Teams link errors;Rugged Robotics - Marketing services;Web Development;ToDos;;1.0;2026-03-14 08:30:48.662+00;2026-03
Update staging site: case study links on 'Use Cases' pages;Rugged Robotics - Marketing services;Web Development;ToDos;;0.8;2026-03-14 08:30:17.958+00;2026-03
Wikipedia Hand-off document - Jason;Washington Speakers Bureau - Ongoing Marketing Services;Other;ToDos;;;2026-03-13 22:02:45.002+00;2026-03
Review Blog, Speakers and Topic page templates;Washington Speakers Bureau - Ongoing Marketing Services;Web Development;ToDos;;;2026-03-13 21:59:20.244+00;2026-03
Review new STI carousel ads;BioSafe - Marketing services;Design/Creative;ToDos;;;2026-03-13 21:52:03.716+00;2026-03
Review new TDD carousel ads;BioSafe - Marketing services;Design/Creative;ToDos;;;2026-03-13 21:52:01.243+00;2026-03
Review EDS animated video clips;BioSafe - Marketing services;Video;ToDos;;;2026-03-13 21:51:59.162+00;2026-03
Review Video Scripts;BioSafe - Marketing services;Video;ToDos;;;2026-03-13 21:51:55.619+00;2026-03
Review new GIF style videos;BioSafe - Marketing services;Video;ToDos;;;2026-03-13 21:51:53.658+00;2026-03
Review new EDS carousel ads;BioSafe - Marketing services;Design/Creative;ToDos;;;2026-03-13 21:51:51.097+00;2026-03
Review newsletter copy & design;BioSafe - Marketing services;Content Creation;ToDos;;;2026-03-13 21:51:46.476+00;2026-03
LinkedIn Carousel - STI;BioSafe - Marketing services;Design/Creative;Deliverables;;;2026-03-13 19:34:22.717+00;2026-03
Tissue Digester Page Edits;BioSafe - Marketing services;Web Development;ToDos;;;2026-03-13 19:33:39.02+00;2026-03
[OPS] Update Contact Industry Properties;PTO Exchange - Marketing Services;Tech Stack/Ops;Deliverables;5;;2026-03-13 19:11:01.481+00;2026-03
