task_name;contract_name;category;list_type;points;time_spent_hours;date_done;month
Develop thought leadership blog post - Risk Analysis: The Cost of CFO Turnover;Global Shared Services - Marketing Services;Content Creation;Deliverables;12;;2026-01-15 16:32:55.627+00;2026-01
Change meta image on website (bing issue);Ponce Bank - Website design and development;Web Development;Deliverables;;;2026-01-15 15:32:57.126+00;2026-01
Update Lead Source Data in HubSpot;ThreatMark - Marketing services;Tech Stack/Ops;Deliverables;;0.7;2026-01-15 15:02:51.898+00;2026-01
URL Export from Live WordPress;Encamp - Brand activation project;Web Development;Deliverables;;;2026-01-15 14:20:41.625+00;2026-01
Distribute episode - Rustam Irani;Verisk - Marketing services;Podcast;Deliverables;3;;2026-01-15 12:30:30.472+00;2026-01
Create compilation video - 2025 Recap;Tyfone - Content marketing services;Video;Deliverables;10;;2026-01-15 12:28:18.251+00;2026-01
Optimize Existing SEO Article - b2b ppc;New North;SEO/AEO;Deliverables;5;;2026-01-15 12:11:51.867+00;2026-01
Develop image ad creative package - ABM;Ideometry;Design/Creative;Deliverables;10;;2026-01-15 12:11:36.721+00;2026-01
Draft Industry-Specific Sequences;PTO Exchange - Marketing Services;Content Creation;Deliverables;;;2026-01-15 03:53:02.068+00;2026-01
Set up paid media - Microsoft ads;Techmode - Marketing services;Paid Media;Deliverables;5;;2026-01-15 01:33:35.175+00;2026-01
Develop image ad creative package - DACH;Data Assessment Solutions - Ongoing Marketing Services;Design/Creative;Deliverables;10;;2026-01-14 21:10:29.674+00;2026-01
Brand Guidelines - Updates and Corrections;Encamp - Brand activation project;Design/Creative;Deliverables;;;2026-01-14 19:24:12.188+00;2026-01
Develop web page - Industry Pages;PTO Exchange - Marketing Services;Web Development;Deliverables;48;;2026-01-14 19:22:26.374+00;2026-01
Conduct Alignment Meeting;AutoBytes - 2026 Services;Account Management;Deliverables;;;2026-01-14 19:16:33.606+00;2026-01
Set up guest booking outreach (January);Ease - Podcast Services;Podcast;Deliverables;8;;2026-01-14 13:38:07.77+00;2026-01
Optimize Existing SEO Article - time management;New North;SEO/AEO;Deliverables;5;;2026-01-14 11:58:48.129+00;2026-01
Optimize Existing SEO Article - b2b growth marketing;New North;SEO/AEO;Deliverables;5;;2026-01-14 11:58:34.16+00;2026-01
Update branding on Canva file;Numeric - Podcast services;Design/Creative;Deliverables;8;;2026-01-13 22:19:00.763+00;2026-01
Develop web page - Price Offer Microsoft Ads;Techmode - Marketing services;Web Development;Deliverables;12;;2026-01-13 21:44:08.782+00;2026-01
Develop product images [RICOH ProcessDirector];Ricoh - Marketing services;Design/Creative;Deliverables;10;;2026-01-13 20:14:16.768+00;2026-01
Develop web page - Blog Page;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-13 19:16:12.098+00;2026-01
Develop web page - Solutions - Retail & Warehousing;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-13 19:15:36.737+00;2026-01
Tech stack - January;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Tech Stack/Ops;Deliverables;8;;2026-01-13 13:55:21.226+00;2026-01
Create social posts - D-Tools User Conference;VITAL - Marketing services;Content Creation;Deliverables;0;;2026-01-13 13:38:49.076+00;2026-01
Tech stack (January);VITAL - Marketing services;Tech Stack/Ops;Deliverables;8;;2026-01-12 17:07:29.82+00;2026-01
Price Offer Campaign;Techmode - Marketing services;Paid Media;Deliverables;;;2026-01-12 15:27:15.885+00;2026-01
Website Hosting (January);Rod Miller - Content marketing services;Web Development;Deliverables;2;;2026-01-12 15:13:57.23+00;2026-01
Optimize Existing SEO Article - b2b saas meaning;New North;SEO/AEO;Deliverables;5;;2026-01-12 14:43:42.87+00;2026-01
Optimize Existing SEO Article - account based marketing agency;New North;SEO/AEO;Deliverables;5;;2026-01-12 14:41:48.272+00;2026-01
Additional Paid Media Campaign - MSPs (VoIP + UCaaS);Techmode - Marketing services;Paid Media;Deliverables;3;;2026-01-12 14:40:19.401+00;2026-01
Optimize Existing SEO Article - linkedin b2b;New North;SEO/AEO;Deliverables;5;;2026-01-12 14:38:45.7+00;2026-01
Develop blog from a transcript - Storytelling;Ideometry;Content Creation;Deliverables;8;;2026-01-10 20:22:59.586+00;2026-01
86dywkfn5 - NEACH - Wrestling Payments - Phil Robin;NEACH - Content marketing services;Podcast;Deliverables;10;;2026-01-10 19:59:51.126+00;2026-01
Develop animated video [Optimizer Solution Overview];Ricoh - Marketing services;Video;Deliverables;35;;2026-01-09 19:28:00.617+00;2026-01
Update the mapping spreadsheet;Ponce Bank - Creative; Digital; and Website Retainer;Tech Stack/Ops;Deliverables;;;2026-01-09 19:12:28.04+00;2026-01
Develop Brochure [RICOH ProcessDirector];Ricoh - Marketing services;Design/Creative;Deliverables;15;;2026-01-09 16:43:51.152+00;2026-01
Manage web;Ricoh - Marketing services;Web Development;Deliverables;5;;2026-01-09 16:42:29.608+00;2026-01
Update infographic [Ricoh Business Edge];Ricoh - Marketing services;Design/Creative;Deliverables;8;;2026-01-09 16:42:29.608+00;2026-01
Package up Source Files;Ricoh - Marketing services;Other;Deliverables;;;2026-01-09 16:42:29.608+00;2026-01
Develop content [File Name];Ricoh - Marketing services;Content Creation;Deliverables;8;;2026-01-09 16:42:29.608+00;2026-01
Export BG Design from Figma to InDesign;Encamp - Brand activation project;Design/Creative;Deliverables;;;2026-01-09 15:43:46.061+00;2026-01
Develop web page - Company - Customer Support;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-09 15:36:51.159+00;2026-01
Launch Buyer Journey Research;New North;Strategy/Research;Deliverables;10;;2026-01-09 08:29:53.661+00;2026-01
Update Global Changes to Website;Encamp - Brand activation project;Web Development;Deliverables;;;2026-01-08 21:49:26.858+00;2026-01
Update Paid Media;ThreatMark - Marketing services;Paid Media;Deliverables;;;2026-01-08 21:49:21.673+00;2026-01
Develop web page - Company - Careers & Culture;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-08 21:48:44.542+00;2026-01
Develop web page - Blogs;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-08 21:48:42.768+00;2026-01
Develop web page - Solutions - Telecommunications;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-08 21:48:17.471+00;2026-01
Develop web page - Solutions - Transportation & Logistics;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-08 21:48:04.762+00;2026-01
Distribute Episode - Matt Bernath (annual planning);VITAL - Marketing services;Podcast;Deliverables;0;;2026-01-08 17:47:03.875+00;2026-01
Develop web page - Guides & Ebooks;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-08 14:39:29.298+00;2026-01
Develop web page - Glossary;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-08 14:31:42.591+00;2026-01
Conduct kickoff;Rezku POS - Aligned Growth Engine Launch;Account Management;Deliverables;0;;2026-01-08 05:09:47.167+00;2026-01
Schedule weekly data working session starting week of 1/5;Ponce Bank - Creative; Digital; and Website Retainer;Account Management;Deliverables;;;2026-01-07 22:12:48.475+00;2026-01
The BNFT Shift - End-of-Year Compilation Video;PTO Exchange - Marketing Services;Video;Deliverables;;;2026-01-07 20:13:47.194+00;2026-01
Develop SEO-optimized web page [IT support philadelphia];iCorps - Marketing Services;SEO/AEO;Deliverables;18;;2026-01-07 17:28:37.669+00;2026-01
Develop SEO-optimized web page [IT consulting new york];iCorps - Marketing Services;SEO/AEO;Deliverables;18;;2026-01-07 17:27:20.628+00;2026-01
Develop SEO-optimized web page [managed IT boston];iCorps - Marketing Services;SEO/AEO;Deliverables;18;;2026-01-07 17:20:14.77+00;2026-01
Develop SEO blog post [IT outsourcing services];iCorps - Marketing Services;SEO/AEO;Deliverables;10;;2026-01-07 15:44:34.136+00;2026-01
Develop email sequence - ABM;Ideometry;ABM;Deliverables;5;;2026-01-07 03:28:11.475+00;2026-01
Terrie Moffitt - Inside Tracker - Longevity by Design - 86dz15x3g;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-01-06 22:06:31.441+00;2026-01
Conduct kickoff;AutoBytes - 2026 Services;Account Management;Deliverables;0;;2026-01-06 21:26:13.923+00;2026-01
Develop web page - Virtual Phone System / IP Phone System;Techmode - Marketing services;Web Development;Deliverables;12;;2026-01-06 21:13:44.034+00;2026-01
Develop web page - Podcast & Blog Pages;Ideometry;Web Development;Deliverables;12;;2026-01-06 20:26:58.282+00;2026-01
Develop web page - Rescources;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-06 19:39:35.533+00;2026-01
Website & Google Analytics (GA4) Audit;Powerhouse Gym - Creative; digital; website services;Strategy/Research;Deliverables;15;;2026-01-06 19:33:28.789+00;2026-01
Tech stack - (January);Ease - Podcast Services;Tech Stack/Ops;Deliverables;11;;2026-01-06 14:09:56.858+00;2026-01
Distribute Podcast Episode - Rajeev Seth;Ease - Podcast Services;Podcast;Deliverables;3;;2026-01-06 14:09:44.159+00;2026-01
Logo update V2 - add green accent;Kersten Talent Capital - Aligned Growth Engine Ongoing Services;Design/Creative;Deliverables;12;;2026-01-05 19:30:55.891+00;2026-01
Develop blog from a transcript - Scrappy ABM;Ideometry;Content Creation;Deliverables;8;;2026-01-05 17:46:34.507+00;2026-01
Develop blog from a transcript - Tablestakes Marketing;Ideometry;Content Creation;Deliverables;8;;2026-01-05 17:45:44.082+00;2026-01
Develop blog from a transcript - Strategy Before Tactics;Ideometry;Content Creation;Deliverables;8;;2026-01-05 17:44:59.723+00;2026-01
Distribute blog - Stop Chasing the Next Chicken - Part 2;VITAL - Marketing services;Content Creation;Deliverables;;;2026-01-05 15:46:10.835+00;2026-01
Manage performance reporting (December);Agrippon - Marketing services;Performance/Reporting;Deliverables;5;;2026-01-05 14:39:32.531+00;2026-01
Facilitate Client Meetings (December);Agrippon - Marketing services;Account Management;Deliverables;10;;2026-01-05 14:39:28.469+00;2026-01
Manage ABM (December);Agrippon - Marketing services;ABM;Deliverables;10;;2026-01-05 14:39:24.578+00;2026-01
Manage web;Ricoh - Marketing services;Web Development;Deliverables;5;;2026-01-05 14:39:20.541+00;2026-01
Facilitate Client Meetings [December];Ricoh - Marketing services;Account Management;Deliverables;10;;2026-01-05 14:39:16.774+00;2026-01
Manage ABM [December];iCorps - Marketing Services;ABM;Deliverables;10;;2026-01-05 14:39:12.707+00;2026-01
Manage paid media [December];iCorps - Marketing Services;Paid Media;Deliverables;8;;2026-01-05 14:39:06.111+00;2026-01
Manage SEO [December];iCorps - Marketing Services;SEO/AEO;Deliverables;5;;2026-01-05 14:39:00.377+00;2026-01
Facilitate Client Meetings [December];iCorps - Marketing Services;Account Management;Deliverables;10;;2026-01-05 14:38:52.844+00;2026-01
Manage performance reporting [December];iCorps - Marketing Services;Performance/Reporting;Deliverables;5;;2026-01-05 14:38:46.33+00;2026-01
Manage web [December];iCorps - Marketing Services;Web Development;Deliverables;5;;2026-01-05 14:38:40.396+00;2026-01
Tech stack [December];Ricoh - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-01-05 14:36:01.075+00;2026-01
Tech stack [December];iCorps - Marketing Services;Tech Stack/Ops;Deliverables;16;;2026-01-05 14:36:01.075+00;2026-01
Tech stack (December);Agrippon - Marketing services;Tech Stack/Ops;Deliverables;13;;2026-01-05 14:36:01.075+00;2026-01
Manage paid media (December);Agrippon - Marketing services;Paid Media;Deliverables;8;;2026-01-05 14:25:50.753+00;2026-01
Dr. Ronjon Nag - Inside Tracker - Longevity by Design - 86dyzhnwf;Inside Tracker - Podcast services;Podcast;Deliverables;10;;2026-01-05 13:09:08.344+00;2026-01
Tech stack (January);Verisk - Marketing services;Tech Stack/Ops;Deliverables;5;;2026-01-03 11:39:21.504+00;2026-01
Tech stack (January);Tyfone - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-01-03 11:38:51.9+00;2026-01
Tech stack (January);Syncro - Content marketing services;Tech Stack/Ops;Deliverables;12;;2026-01-03 11:37:40.89+00;2026-01
Tech stack (January);NEACH - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-01-03 11:37:08.466+00;2026-01
Tech stack (January);Bazaarvoice - Content marketing services;Tech Stack/Ops;Deliverables;5;;2026-01-03 11:36:43.552+00;2026-01
Break down the integration task list with more realistic dates + ownership;Ponce Bank - Creative; Digital; and Website Retainer;Tech Stack/Ops;Deliverables;;;2026-01-02 21:12:58.418+00;2026-01
Develop web page - Website Terms of Service;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-02 19:41:26.393+00;2026-01
Develop web page - Terms & Conditions;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-02 19:41:23.992+00;2026-01
Develop web page - Events;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-02 19:39:06.495+00;2026-01
Develop web page - Company - Request a Demo + Thank you Conversion;Encamp - Brand activation project;Web Development;Deliverables;12;;2026-01-02 19:38:52.26+00;2026-01
Facilitate Client Meetings - December;ThreatMark - Marketing services;Account Management;Deliverables;10;;2026-01-02 19:37:23.926+00;2026-01
Develop simple newsletter template;Aquatic Informatics - Ongoing Marketing Services;Content Creation;Deliverables;10;;2026-01-02 18:25:37.379+00;2026-01
Develop blog from a transcript - Podcast (Dennis Ledenkof and Elena Kormilina);Ideometry;Content Creation;Deliverables;8;;2026-01-02 16:26:30.544+00;2026-01
Content Strategy & Design: Audit existing content and assets;Ponce Bank - Website design and development;Strategy/Research;Deliverables;100;;2026-01-02 15:31:39.092+00;2026-01
Facilitate Client Meetings;Aquatic Informatics - Ongoing Marketing Services;Account Management;Deliverables;10;;2026-01-02 15:28:08.901+00;2026-01
