Date Added,Notes / Updates,Status,Client,Contract ID,Type,Title
1/21/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/e7dXoRNp71SP( Done updating Elementor, Elementor Pro, Gravity Forms HubSpot Add-On, Image Optimizer - Compress, Resize and Optimize Images,Yoast SEO ) 
 Update Themes: all themes are up-tpdate - https://prnt.sc/e7dXoRNp71SP
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File AccessReview Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/c6ergJH58qSt
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 PerformanceRun Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-gsslp-com/kd3o9zkv1v?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 Link & UX ChecksRun Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/_aZILlMaD5TT
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Everything looks fineResponsive Review: Everything looks fine in mobile version
 
 Backup & ReportingVerify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,GLOBAL SHARED SERVICE,MID20259442,web,Weekly Web Maintenance
1/28/2026,,Published,GLOBAL SHARED SERVICE,MID20259442,web,Weekly Web Maintenance
1/28/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/x26AXFZAqyat
 ( Done updating Elementor,Elementor Pro )
 Update Themes: all themes are up-tpdate - https://prnt.sc/x26AXFZAqyat
 ( Done updating Hello Elementor )
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/KSyq9IZzBaXV
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-gsslp-com/uhe2y2x47b?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/qePv9GYezmEN
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,GLOBAL SHARED SERVICE,MID20259442,web,Weekly Web Maintenance
2/4/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/okxR34Dnimc5
 ( Done updating Elementor,Elementor Pro,Image Optimizer - Compress, Resize and Optimize Images,Yoast SEO)
 Update Themes: all themes are up-tpdate - https://prnt.sc/okxR34Dnimc5
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/tDjNtVhYCVdq_
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-gsslp-com/eqstr5c1bk?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/KmGvscBAQHG4
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,GLOBAL SHARED SERVICE,MID20259442,web,Weekly Web Maintenance
2/18/2026,"1. Updates
 Update Plugins: all plugins are up-to-date -https://prnt.sc/6FCdejzJPAxe
 ( Done updating Elementor,Elementor Pro,Gravity Forms HubSpot Add-On,Image Optimizer - Compress, Resize and Optimize Images,Yoast SEO ) 
 Update Themes: all themes are up-tpdate - https://prnt.sc/6FCdejzJPAxe
 ( Done updating OceanWP )
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/oZm44ZNS6WNr
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) -https://pagespeed.web.dev/analysis/https-gsslp-com/mb3lliq6s0?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/PQRC3TbBFLaa
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,GLOBAL SHARED SERVICE,MID20259442,web,Weekly Web Maintenance
1/8/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/wd87IVyH4CWF ( done updating the 301 Redirects, Elementor, Redirection, Unbounce Landing Pages, Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/wd87IVyH4CWF Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/aWd4V1rSsQDd Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-hydrian-com/1697940okk?form_factor=desktop Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/oissEGdxSVtz Manual UX Pass: upon checking all the pages, all buttons and forms are working
 Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,HYDRIAN,MID20255922,web,Weekly Web Maintenance
1/14/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/xa45j5f1Xm1V
 ( Done updating 301 Redirects, Elementor, Gravity Forms, Unbounce Landing Pages )
 Search & Filter Pro we need license key to able to update the plugin
 Update Themes: all themes are up-tpdate - https://prnt.sc/xa45j5f1Xm1V
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/Mt_3wEOUcfYq
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-hydrian-com/71z8982g75?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually.
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/9k7iABlOqWh4
 Manual UX Pass: upon checking all the pages, all buttons and forms are working
 -Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,HYDRIAN,MID20255922,web,Weekly Web Maintenance
1/21/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/Gu0Pt6Qlptzw( Done updatiing Elementor, Elementor Pro,Gravity Forms HubSpot Add-On,HubSpot All-In-One Marketing - Forms, Popups, Live Chat,Ninja Forms,Redirection,Unbounce Landing Pages,UpdraftPlus - Backup/Restore,WPCode Lite,Yoast SEO )
 Update Themes: all themes are up-tpdate - https://prnt.sc/Gu0Pt6Qlptzw
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File AccessReview Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/KG16ZxoANmQL
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 PerformanceRun Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-hydrian-com/0s0kg69hy6?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 Link & UX ChecksRun Broken Link Checker: Removed internal broken links from the site -https://prnt.sc/ocZ2aWTAH_4Q
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Everything looks fineResponsive Review: Everything looks fine in mobile version
 
 Backup & ReportingVerify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,HYDRIAN,MID20255922,web,Weekly Web Maintenance
1/28/2026,"1. Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/6pgGWEiHLl8F
 ( Done updating Elementor,Elementor Pro,Gravity Forms,Ninja Forms,Unbounce Landing Pages )
 Update Themes: all themes are up-tpdate - https://prnt.sc/6pgGWEiHLl8F
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 2. Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/IeLLUQFU8Bnz
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 3. Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-hydrian-com/ubqzx1ufak?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 4. Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/_5G1EPF9q8Bf
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 - Everything looks fine
 Responsive Review: Everything looks fine in mobile version
 
 5. Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,HYDRIAN,MID20255922,web,Weekly Web Maintenance
2/2/2026,"Updates
 Update Plugins: all plugins are up-to-date - https://prnt.sc/EMV9ix7vVcXE
 ( Done updating Elementor,Elementor Pro,WPForms Lite )
 Update Themes: all themes are up-tpdate - https://prnt.sc/EMV9ix7vVcXE
 Update PHP Version (When Applicable): PHP version is up-to-date
 
 Security & File Access
 Review Security Status: No Malware Found and Site is not Blacklisted - https://prnt.sc/RmNNXwL2TX5l
 Remove Server File Manager Plugins (If Found): WP File Manager” not existed in the site
 
 Performance
 Run Speed Test: Here’s the updated score from Pagespeed Insights (PASSED) - https://pagespeed.web.dev/analysis/https-hydrian-com/jie42833tn?form_factor=desktop
 Resolve Performance Bottlenecks: Re-configure WP Rocket settings and improve First Contentful Paint, Total Blocking Time and Largest Contentful Paint manually. 
 
 Link & UX Checks
 Run Broken Link Checker: Removed internal broken links from the site - https://prnt.sc/Q7Jwmtsykfxn
 Manual UX Pass: upon checking all the pages, all buttons and forms are working 
 Responsive Review: Everything looks fine in mobile version
 
 Backup & Reporting
 Verify Backup Status: Confirm WP Remote shows recent backups with no errors.
 Run Manual Backup (Before Major Updates): If major updates are planned, run a manual backup first.
 Review or Send Client Report (If Required): If enabled, check that reports are sending correctly and reflect accurate update/backup info.",Published,HYDRIAN,MID20255922,web,Weekly Web Maintenance
